date,equity
2017-12-22,210480939.89
2017-12-22,210480939.89
2017-12-29,209741638.70
2017-12-29,209741638.70
2017-12-31,209339628.46
2017-12-31,208509286.35
2017-12-31,208582026.34
2017-12-31,207761392.93
2017-12-31,207406788.47
2017-12-31,207387905.47
2018-01-05,206503590.93
2018-01-05,207232874.24
2018-01-05,207232874.24
2018-01-05,207232874.24
2018-01-05,207232874.24
2018-01-05,207232874.24
2018-01-05,207232874.24
2018-01-05,207232874.24
2018-01-05,207232874.24
2018-01-05,207232874.24
2018-01-19,206971743.21
2018-01-19,206971743.21
2018-01-31,207376722.34
2018-01-31,207546389.16
2018-02-02,207546389.16
2018-02-02,207546389.16
2018-02-09,209923063.28
2018-02-09,209923063.28
2018-02-16,208884973.16
2018-02-16,208505889.54
2018-02-16,207527474.86
2018-02-16,208137955.05
2018-02-16,208137955.05
2018-02-16,208137955.05
2018-02-16,208137955.05
2018-02-16,208137955.05
2018-02-23,207292802.08
2018-02-23,207292802.08
2018-03-23,206962878.40
2018-03-23,206962878.40
2018-03-31,208890636.19
2018-03-31,208275042.71
2018-03-31,207876022.25
2018-03-31,207415496.37
2018-03-31,205791411.18
2018-04-06,205791411.18
2018-04-06,205791411.18
2018-04-06,205791411.18
2018-04-06,205791411.18
2018-04-06,205791411.18
2018-04-20,229194618.22
2018-04-20,229194618.22
2018-04-27,229840430.19
2018-04-27,233316466.34
2018-04-27,231713564.22
2018-04-27,231713564.22
2018-04-27,231713564.22
2018-04-27,231713564.22
2018-04-30,230908999.41
2018-04-30,231154365.86
2018-05-04,231154365.86
2018-05-04,231154365.86
2018-05-11,231577814.67
2018-05-11,231577814.67
2018-05-18,231468257.62
2018-05-18,229527186.15
2018-05-18,229527186.15
2018-05-18,229527186.15
2018-05-31,231308674.70
2018-05-31,229941731.69
2018-06-01,230366046.52
2018-06-01,230366046.52
2018-06-01,230366046.52
2018-06-01,230366046.52
2018-06-22,229144958.03
2018-06-22,244729888.00
2018-06-22,244644012.17
2018-06-22,244644012.17
2018-06-22,244644012.17
2018-06-22,244644012.17
2018-06-29,243222889.57
2018-06-29,241633056.64
2018-06-29,241633056.64
2018-06-29,241633056.64
2018-06-30,239283162.69
2018-06-30,236959915.67
2018-07-06,235568295.20
2018-07-06,235632801.27
2018-07-06,235632801.27
2018-07-06,235632801.27
2018-07-06,235632801.27
2018-07-06,235632801.27
2018-07-13,234539649.09
2018-07-13,234539649.09
2018-07-31,254732757.35
2018-07-31,253825115.08
2018-07-31,253964677.60
2018-07-31,252716531.81
2018-07-31,250870563.85
2018-07-31,250497181.08
2018-07-31,249530008.79
2018-07-31,248608793.60
2018-08-03,248608793.60
2018-08-03,248608793.60
2018-08-03,248608793.60
